WordId,TestId,PartOfSpeech,Description,Example,Source
227,3,adjective,existing across a large area or number of people,"As vaccine usage becomes more widespread, fewer people suffer from preventable diseases.",Magoosh
228,3,verb,to continue to exist; to live through bad experiences,"Without food or water for days, the three shipwrecked survivors had to endure great hunger and thirst as they waited for rescue.",Magoosh
229,3,verb,"to fix, especially something torn or broken",Jimmy and his father had stopped talking over the years and looked forward to mending their broken relationship over the holidays.,Magoosh
230,3,verb,to cause to separate and go in different directions,"Students came from many countries for English classes at our school, but after the program ended, they dispersed and never saw each other again.",Magoosh
231,3,noun,an enemy,The robot army became a clear foe to all humans when they stopped doing what they were told and began destroying homes.,Magoosh
232,3,verb,to be quietly angry about something somebody else did or said,I resented my older brother for all the times he started fights with my friends and me as children.,Magoosh
233,3,verb,to hold tightly onto,"Standing in front of the airport, Judy clung to her father's arm and begged him not to leave.",Magoosh
234,3,adjective,hard to break or damage (in a good way),"Andrew only buys durable shoes—if they can't survive at least ten years of regular wear, he won't even consider buying them.",Magoosh
235,3,adjective,happening very soon,The impending doom of our world has been discussed and debated for over 2000 years.,Magoosh
236,3,adjective,continuing even though somebody tries to stop it (usually used for bad things),Sue's persistent coughing and sneezing continued until the cold developed into pneumonia and she had to get medication.,Magoosh
237,3,adjective,very beautiful,"The crowd took thousands of pictures of the movie star in her stunning dress, which was so beautiful they couldn't look away.",Magoosh
238,3,adjective,not having any of,Milly is the most serious person I know—her stories are always completely devoid of humor.,Magoosh
239,3,verb,to make unclear known by only a few,"While they drove past the Grand Canyon, Mr. Smith's big head obscured much of Mrs. Robinson's view, so she only saw small patches of red rock. Many words beginning with the letter 'x' are so obscure that only a few people have ever heard of them.",Magoosh
240,3,adjective,without preference or bias,"Sports referees have to be impartial, because if we know that they prefer one team, the final result becomes arguable.",Magoosh
241,3,noun,the time of day immediately after the sun goes down,"Even though the sun had set and dusk had fallen, Sara and Klaus stayed on the beach, talking and laughing into the night.",Magoosh
242,3,verb,to make hard or impossible to make progress,"Virginia's back pains impeded her ability to work, until eventually she had to leave her job entirely.",Magoosh
243,3,verb,to come to a conclusion through logic and evidence; to figure out,"By analyzing the bones, we can deduce when the animal lived and, maybe, how it died.",Magoosh
244,3,noun,a period of time in a longer process of change,There are at least three different phases in a frog's development from egg to adult.,Magoosh
245,3,verb,to keep; to continue to have or contain,"Originally from France, Jean retains a hint of her French accent even today.",Magoosh
246,3,noun,the health and happiness of a person or group,A perfect government would care more about the welfare of its people than anything else.,Magoosh
247,3,verb,to not include; to keep out of a list or group,"I eat almost anything, excluding spicy foods. I hate hot peppers.",Magoosh
248,3,verb,"(usually ""be derived from"") to come from; originate from",Many European languages are derived at least partly from Latin.,Magoosh
249,3,verb,to create; to produce (especially energy),Movement generates heat.,Magoosh
250,3,noun,an effect that changes a situation to affect strongly the force of being hit hard,The end of the war had a large impact on economic growth. My father's advice hugely impacted my university decision. The impact of a car crash can send a driver who doesn't wear a seat belt through the window.,Magoosh
251,3,noun,a rule or idea that makes the base for a system (often moral),The principles at the heart of the new religion are the same as many central beliefs of Christianity.,Magoosh
252,3,noun,a part of a whole,Many electronics are made of thousands of smaller components and wires.,Magoosh
253,3,verb,to follow; to chase to try to achieve (a dream or goal),"The baby elephant ran, but the pack of lions pursued it. Man pursued the dream of flight for hundreds of years before the modern airplane was invented.",Magoosh
254,3,noun,a thing that exists or acts as one,"The male angler fish will attach permanently to the female, and in time, the two fish will become a single entity.",Magoosh
255,3,verb,"to work or communicate with the different people, groups, or pieces involved in a large project","A chef at a big restaurant will spend his time coordinating all of the menus and other workers, not cooking.",Magoosh
256,3,verb,to watch the quality or progress of something over time something or somebody which monitors,We have been carefully monitoring the amount of salt in our oceans for the last 50 years. Heart rate monitors can be used for both medicine and exercise.,Magoosh
257,3,noun,the appearance of objects from a particular direction a point of view; an opinion,"Young children's drawings do not have clearly defined perspective; you may see three walls of an outside of a building, for example. Many Hollywood movies, when watched from a woman's perspective, have clearly sexist characters.",Magoosh
258,3,verb,to become a part of,"It is difficult to smoothly integrate a small, foreign culture into the main culture of a country.",Magoosh
259,3,verb,to look for; to search,"Across many different cultures' stories, heroes seek more than just gold or fame.",Magoosh
260,3,verb,"(usually ""to be oriented"") to move into a position in line with some specific point (usually ""to orient yourself"") to explore and become comfortable with","The statues appear to be oriented toward the sunrise. It took a few weeks to orient myself in the new job, but I feel comfortable now.",Magoosh
261,3,verb,to be made of,The U.S. consists of fifty states.,Magoosh
262,3,adjective,outside (especially of a body or system),"Uncontrollable, external events can cause even a very careful company to fail.",Magoosh
263,3,verb,to come out of,"After a winter spent sleeping, the bear emerges from its cave.",Magoosh
264,3,verb,to be the pieces that make a whole,Fifty states constitute the U.S.A.,Magoosh
265,3,noun,"a structure for a building, system, or idea","Ellen's business plan may have failed, but it formed the framework for her next, successful plan.",Magoosh
266,3,verb,"to do or perform (something very negative, like a crime) to promise; to make a final and unchangeable decision (usually ""be committed to"") to give all of your energy to something","Michiko committed too many grammar errors in her essay, and that hurt her score. Before you commit to a university, be sure to spend some time on campus. I'm completely committed to our baseball team's success; I'd do anything to win.",Magoosh
267,3,adjective,having many different types,"The student population is incredibly diverse at South State University, with students from 30 different countries.",Magoosh
268,3,verb,to make people follow (a rule or law),"Although smoking is not allowed on school campus, the ban isn't enforced, and many students smoke freely.",Magoosh
269,3,noun,the measures by which something is judged or decided,"A good TOEFL essay meets a few criteria, including good structure, clear ideas, and natural vocabulary.",Magoosh
270,3,adjective,separate; not the same thing and with no parts in common,Your left arm and right arm are controlled by two discrete areas of the brain.,Magoosh
271,3,adjective,from a reasonable or correct basis,"Many people have said the artist Jackson Pollack's work didn't require much skill, and that idea is somewhat valid.",Magoosh
272,3,verb,to give a good reason for an action or situation (especially one that seems bad),"Although Milos explained for a long time, he could not justify borrowing his brother's car without asking.",Magoosh
273,3,verb,to be aware of; to sense or feel,"If hunters are skilled, the animals will not perceive their presence.",Magoosh
274,3,noun,"a feature, a characteristic, a particular part of something","The three most important aspects to think about when learning a language are grammar, vocabulary, and pronunciation.",Magoosh
275,3,adjective,central; of fundamental importance the center of something,"Although we have made improvements in brain science, many of the core problems remain. The earth's core is made of liquid rock.",Magoosh
276,3,noun,the amount or volume something can hold ability (especially mental),The hotel is full to maximum capacity; there are no empty rooms. Few birds have the capacity to recognize themselves when looking in a mirror; most act as though there is a second bird behind the glass.,Magoosh
277,3,verb,to limit the activity of; to restrict,"Popular belief says that a pet fish's size is constrained by the size of the tank it's in, but this is actually false.",Magoosh
278,3,verb,to start (a rule or system) a group or organization that studies or works for something specific,"In January, we will institute a plan to make car accidents less frequent. The National Cancer Institute was created to learn more about, and hopefully cure, the many types of cancer.",Magoosh
279,3,noun,"a rule made by an organization, government, or company",School policy does not allow alcohol on campus.,Magoosh
280,3,adjective,clearly seen or understood seeming (but not definitely true),"After only a few months, it was apparent that the French would not win the war. The shark's apparent sleepiness is actually because of how cold the water is.",Magoosh
281,3,verb,to make easier,"Classical music, unlike many types of music, will generally facilitate learning and improve memory.",Magoosh
282,3,verb,to agree to give (something that was asked for) to admit; to say something is true,"The government has recently granted us access to information that was secret before. I disagree that snakes make good pets, but I'll grant that they're easy to take care of.",Magoosh
283,3,noun,a fact that influences or changes a result,Two of the largest factors affecting children's healthy growth are food and relationships with parents.,Magoosh
284,3,noun,a large plan the system by which something is arranged,Microsoft's marketing scheme for their new tablet computer was less than successful. The modern scheme for naming different types of plants and animals started around 1800.,Magoosh
285,3,verb,to correct a problem with another positive thing,"The pay at Ian's new job was low, but the freedom his boss gave him compensated for that.",Magoosh
286,3,noun,a resource available to students to help them study for the toefl. learn more at toefl.magoosh.com,Henrik did well on the TOEFL after learning from over 100 Magoosh video lessons.,Magoosh
287,3,noun,the size or amount of something compared to the whole or other parts,"Cartoons of people often have exaggerated proportions, such as very large eyes or hands.",Magoosh
288,3,adjective,immediately after,"Both the winter and the subsequent spring were surprisingly dry, with neither snow nor rain.",Magoosh
289,3,adjective,forming the basis for something,There is no single way to put an end to drug addiction since there are many underlying causes.,Magoosh
290,3,noun,a range of subjects or studies; a field; a discipline,"Researchers working in many different areas, from psychology to physics, will be able to use the new type of plastic.",Magoosh
291,3,verb,to go back to a previous position,"Before a tsunami hits, the water recedes, which is dangerous for those who unknowingly go to investigate before the big waves come rushing in.",Magoosh
292,3,adjective,long and boring,"When asked to memorize every capital city in the world, Michael didn't understand why his teacher had asked him to do such a tedious task.",Magoosh
293,3,noun,"something that is not normal, standard, or expected","After finding anomalies in the data from her experiment on the effects of caffeine on turtles, Anne decided to start again.",Magoosh
294,3,noun,extreme tiredness from too much work,The three-day hula-hooping contest left even the most experienced hula hoopers limp with fatigue.,Magoosh
295,3,adjective,"slanted, higher at one end and lower at the other",Most houses in Canada have sloping roofs because the weight of snow on a flat roof could destroy a house.,Magoosh
296,3,adjective,causing harm or injury,"Many know that smoking is detrimental to your health, but processed sugar in large quantities is equally bad.",Magoosh
297,3,verb,to produce a liquid (from or within a living thing),"Saliva is created in the mouth constantly, but it is secreted most rapidly when eating or drinking.",Magoosh
298,3,adjective,with very little color,"The cover of the book was originally bright red, but it became a pale pink after sitting in the sun for three months.",Magoosh
299,3,adjective,required by rule,"Although she had always hated writing, Mary found that the compulsory Intro to Writing class taught her valuable skills.",Magoosh
300,3,noun,the time of evening before complete darkness,"The brightest handful of stars first become visible at twilight, but most stars stay hidden until the full darkness of night has fallen.",Magoosh
301,3,adjective,lasting a very short time,"If we lived forever and life was not transitory, do you think we would appreciate life less or more?",Magoosh
302,3,adjective,with careful attention to details,"Overconfident students may understand how to solve math problems but not be meticulous in their calculations, resulting in wrong answers.",Magoosh
303,3,adjective,able to change; changing frequently,"Robin Williams was a dynamic comedian: because of his sharp mind and ability to improvise, even his co-actors didn't know what he might say next.",Magoosh
304,3,verb,to cause to happen,Staring at the small screen of a smartphone while on a car or train can induce headaches and motion sickness.,Magoosh
305,3,verb,"to spread widely, create more of","Copernicus first wrote that the earth revolved around the sun, but it was Galileo who later propagated the idea to wider audience.",Magoosh
306,3,verb,to come together into a crowd,"As the protestor spoke, she drew more and more listeners, who slowly congregated around her to show support for her cause",Magoosh
307,3,verb,to try hard to achieve something,"Every day he strives to be on time to work, but despite his honest efforts, he is late more often than not.",Magoosh
308,3,adjective,of the countryside; simple and old-fashioned,The artist was known for painting rustic landscapes since there were always cows and farms in his pictures.,Magoosh
309,3,adjective,complete and very detailed,"Wikipedia makes no claim to be an exhaustive encyclopedia, as many more obscure topics don't even have pages.",Magoosh
310,3,verb,to move very near an acceptable limit,The US President's ability to give military orders without declaring war encroaches on the Congress's authority in giving the formal declaration.,Magoosh
311,3,adjective,not sharp,The blunt knife can't cut the bread—it barely can cut the butter!,Magoosh
312,3,adjective,very serious,"Most of Bach's orchestral melodies are light, but his organ music often has a grave quality that fits movie scenes of suspense or horror.",Magoosh
313,3,adjective,"completely impossible, ridiculous","Although it may be ridiculous today to believe the earth is flat, it's even more preposterous to think that the sky is a physical blue disc.",Magoosh
314,3,noun,an incorrect idea that somebody believes strongly,"I think his dream of living in wealthy Beverly Hills is a delusion, but he continues to tell people that is where he will be living in a year.",Magoosh
315,3,verb,to care for lovingly,"Although it was far less beautiful than her more expensive clothing, Leah cherished the dress her mother had made by hand.",Magoosh
316,3,adjective,ordinary and boring,"Although Jane knew being a lawyer would pay well, it seemed too mundane, so she left law school to pursue dreams of becoming a celebrity chef.",Magoosh
317,3,adjective,fake or untrue (generally of illegal claims),"Since I have no background in medicine, If I advertised my services as a doctor, I'd soon be arrested for making the fraudulent claim.",Magoosh
318,3,adjective,"not real, based on an illusion","You think you may see water in the distance in a desert, but it is only an illusory effect created by the hot layer of air over the sand.",Magoosh
319,3,adjective,able to see the most important information to make a decision,"Alfonzo was an astute chess player, always ready to use an opponent's misplay as an opportunity to attack.",Magoosh
320,3,adjective,similar in some respects but otherwise different,"There are few animals that form partnerships analogous to marriage, but among them are eagles, wolves, and even some fish.",Magoosh
321,3,verb,to explore and learn about using hands or a tool,"The new camera is designed to probe the interiors of blood vessels, giving a detailed view that doctors have never had before now.",Magoosh
322,3,verb,to completely separate in all directions,"Three days after I accidentally cooked a mouse that had crawled into my oven, the smell still hasn't dissipated.",Magoosh
323,3,adjective,secret or hidden,"The attack was intended to be covert, but before it could begin, the entire plan was revealed to the target.",Magoosh
324,3,verb,to attract or persuade with promises of benefits,Some of the most effective hunters are those who entice their targets into traps with the appearance or smell of food.,Magoosh
325,3,verb,to confuse somebody,"Even skilled mathematicians are sometimes perplexed by physics, since the logic comes not from abstract rules but from the physical world.",Magoosh
326,3,adjective,acting as a key part of a process,"The university believed that passion was instrumental to learning—without it, you'd be wasting your time in class.",Magoosh
327,3,noun,a small sickness or cause of physical discomfort,"At the age of 80, my grandfather is lucky to have no major illness and struggle with only a small number of minor ailments.",Magoosh
328,3,verb,to cut from a hard material,"With careful strokes of a sharp blade, the sculptor carved his beautiful statue from a single piece of wood.",Magoosh
329,3,adjective,comfortable when talking to other people,"Dave is outgoing and confident nowadays, especially at parties, but few know that he struggled with social anxiety earlier in life.",Magoosh
330,3,noun,to suddenly move or push hard,"When the traffic light turned green, all of Mike's passengers suddenly felt a jolt as he pushed his foot down hard on the gas pedal.",Magoosh
331,3,noun,a promised reward to motivate,"Tom knew none of his friends would help him move to his new house without an incentive, so he promised to buy everybody pizza at the end of the day.",Magoosh
332,3,verb,to go up and down regularly in amount,"While the light of the Sun appears constant from day to day, the light of the Moon fluctuates over the course of a month.",Magoosh
333,3,verb,"to ask for emotionally, to beg","Crying, the new driver pleaded with the officer not to give her a speeding ticket, but he refused to listen, his face emotionless.",Magoosh
334,3,verb,to add to the end,"Mozart, dissatisfied with the tragic, destructive ending to his opera Don Giovanni, appended a final scene that gives a lighter conclusion.",Magoosh
335,3,noun,a highly valued object from a very long time ago,Among the relics held in Notre Dame cathedral is a piece of wood believed to be part of the cross on which Jesus died.,Magoosh
336,3,adjective,requiring a lot of physical effort,"One of the most strenuous races on earth, the Ironman Triathlon requires swimming 2.4 miles, biking 112 miles, and then running a marathon.",Magoosh
337,3,verb,to win completely in a competition or fight,Modern medicine has nearly vanquished some diseases that only two generations ago might have been deadly.,Magoosh
338,3,noun,a person who has a role after a previous person,"US President James Buchanan didn't know what to do when the US Civil War started, but fortunately his successor, Abraham Lincoln, was a wise leader.",Magoosh
339,3,noun,a person or thing with the same function as another in a different place,"Years after the war in Vietnam, General Westmoreland of the American Army criticized the strategies of his counterpart from the North, General Giap.",Magoosh
340,3,adjective,with strong images or colors,"In its famous baptism scene, the movie The Godfather showed a vivid contrast between the peace of a church and bloody murders of gang rivals.",Magoosh
341,3,verb,to break (of something very hard),"Under the enormous weight of a modern city building, stones without enough support will fracture, leading to collapse.",Magoosh
342,3,adjective,exteremely important in order to succeed,The CEO made it very clear to his employees that quick development and publication of results were pivotal to ensure more funding.,Magoosh
343,3,verb,to publicly agree with and support,The teacher's union endorsed the candidate's plan to increase school funding by placing a higher tax on cigarettes.,Magoosh
344,3,verb,to cause feelings or responses to come out,Just smiling—even if you are depressed—can elicit feelings of pleasure and happiness.,Magoosh
345,3,adjective,describing a statement that is not believable,Sally knew James was lying because his story was so implausible—nobody could have stayed awake for 80 straight hours.,Magoosh
346,3,adjective,possible to do without problem,Our global economy is so complicated that it is not feasible for one person to understand it entirely.,Magoosh
347,3,noun,a large number of something,"When Andrew tipped over the tall black bookshelf, scores of books and magazines came crashing to the floor.",Magoosh
348,3,noun,a comparison of two very different things that have one similar aspect,"There are surprising analogies we can make between medicine and warfare, especially in cancer treatment, which uses radiation to attack tumors.",Magoosh
349,3,adjective,not used anymore,"Vinyl records are generally obsolete as a way to play music, but some collectors value them highly for their distinctive sound.",Magoosh
350,3,noun,how a person thinks about the world,"With her warm smile and ability to find the advantages of even the worst situations, Janet became known in the office for her positive outlook.",Magoosh
351,3,noun,an agreement reached by a whole group of people,"Alicia and her sisters argued for weeks about who would live in the house their parents had left, eventually reaching a consensus to simply sell it.",Magoosh
352,3,adjective,"more than is needed, desired, or required","The dictionary has provided all of its content online for free, so buying the book is superfluous for anyone with a smartphone.",Magoosh
353,3,adjective,impossible to reversed,"Fleeing his country was Abraham's best chance at survival, but once he left his decision would be irrevocable.",Magoosh
354,3,adjective,with uneven edges; torn,"I tried to sell my textbooks after I graduated, but their pages were so ragged that nobody would buy them.",Magoosh
355,3,verb,to mention a topic in order to make people feel a certain way,"The strongest argument to preserve the land as a national park came from the local natives, who invoked the respect for nature of their ancestors.",Magoosh
356,3,adjective,not able to produce plants (of land),"Many Americans think of the Sonoran Desert as entirely barren, unaware of the diverse ecosystem that actually survives in that harsh environment.",Magoosh
357,3,verb,to take control of power or energy in order to use it,"""If you could just harness some of that youthful energy,"" said my mother, ""you'd be able to get better grades.""",Magoosh
358,3,adjective,quick and energetic,Alice walked at such a brisk pace that Frank began sweating trying to stay next to her.,Magoosh
359,3,adjective,very noticeable and unusual,"Most of the people in the picture were smiling, but one little child looked out at the photographer with a striking frown.",Magoosh
360,3,adjective,perfectly calm,"Feeling entirely relaxed, Abigail looked at the ocean out her window with a serene smile on her face.",Magoosh
361,3,noun,a small piece that is left when most is gone,A crumb of cheese on the table was the only remnant of last night's celebratory dinner.,Magoosh
362,3,adjective,without the possibility of success,"""I am far too powerful to be stopped now,"" boasted the evil wizard. ""Your quest is futile.""",Magoosh
363,3,verb,to completely destroy,"I tried eradicating the mosquitos in my apartment with a rolled up newspaper, but there were too many of them.",Magoosh
364,3,verb,to say officially that a normal requirement isn't required,The government decided to waive the minimum number of classes needed to maintain student visas for those who met family requirements instead.,Magoosh
365,3,noun,"a violent, sudden, and large change","The earthquake raised miles of land several feet higher in a single, massive upheaval.",Magoosh
366,3,adjective,extremely strongly felt,Louise felt a profound dislike for the rude young man who spat on the street in front of her.,Magoosh
367,3,adjective,wealthy,The homes at the top of the hill are so large and beautiful that only the highly affluent can afford them.,Magoosh
368,3,adjective,with a very strong effect,"A cup of tea can be nice, but when you need to stay awake, espresso is a more potent solution.",Magoosh
369,3,adjective,a little bit chaotic or violent and disorganized,The once calm classroom grew turbulent when a hand-sized spider ran across the floor.,Magoosh
370,3,adjective,unchanging and stubborn,Starting a career as a poet is almost impossible today—only the most tenacious writers follow their dreams long enough to find success.,Magoosh
371,3,noun,fear that something bad will happen,"Every time I get on an airplane, I breathe deeply and tell myself it's safe, but still I have a feeling of apprehension as we take off.",Magoosh
372,3,adjective,very light or small (of a feeling or sense),"A gust of cool autumn wind blew through the window, and Sebastian felt a faint chill on the back of his neck.",Magoosh
373,3,adjective,with no emotion or interest,Mr. Thompson was so talented at teaching math that even normally apathetic students took interest.,Magoosh
374,3,verb,to place among or between other things,"The garden was a mess, with unwanted grass interspersed throughout the flowers.",Magoosh
375,3,verb,to combine two different things into one,The scientist realized that it would be faster to buy the more complex chemicals instead of synthesizing them from simpler ones.,Magoosh
376,3,adjective,imitating or based on,Most of the fashions this year are derivative; they copy the style that was popular a few years ago.,Magoosh
377,3,adjective,awkward and without skill,John is not trying to be destructive but is merely clumsy; most of the items he has broken were not in his line of sight when he bumped into them.,Magoosh
378,3,adjective,rough and uneven or rocky,"Mountain paths tend to be covered in tree roots and a mixture of rocks, making strong footwear important when dealing with the rugged ground.",Magoosh
379,3,adjective,"small, warm, and comfortable","After hiking for hours through the snow, Janice felt warm and cozy resting under a thick blanket with a cup of hot cocoa.",Magoosh
380,3,adjective,not enough in amount,Aunt Lu's meager collection of board games was not enough to keep the children entertained on a rainy day.,Magoosh
381,3,noun,a situation that seems impossible because it is made of opposite things,"When he first arrived in the desert, Alex did not believe the paradox that drinking hot tea could make a person feel cool.",Magoosh
382,3,adjective,extremely large,"Few appreciate the colossal size of the sun: if hollow, it could contain a million Earths.",Magoosh
383,3,noun,the quality of being clever and original,"Although Thomas Edison is often remembered for his inventions and ingenuity, it was his talent in business that truly made him great.",Magoosh
384,3,verb,"to continue to exist, staying important or common","Despite the best efforts of environmentalists around the world, oil, gas, and coal have prevailed as the main sources of energy.",Magoosh
385,3,adjective,possible to be done successfully,The lost hikers' plan to build a shelter before dark seemed much less viable when the sky grew cloudy.,Magoosh
386,3,verb,to think of or plan an idea or system,Students in Mr. Needham's physics class had to devise a method for protecting an egg as it was dropped from the roof of the school.,Magoosh
387,3,adjective,"in or relating to the countryside, away from cities","Ron preferred to live outside the city, as he had grown up near a lake surrounded by a forest in the more rural part of his hometown.",Magoosh
388,3,adjective,most frequent or common,"The predominant color in the paint was white, even though the name ""morning sun"" made it sound yellow.",Magoosh
389,3,verb,to stop doing,The lawyer warned the new hamburger restaurant that they would be sued if they did not desist all use of the copy of the McDonald's logo.,Magoosh
390,3,noun,a very small amount,"After examining the crime scene, the detectives knew they were dealing with professional thieves — not a single shred of evidence was left behind.",Magoosh
391,3,adjective,only (used to show large amounts of one thing having an effect),The sheer size of the Amazon river makes it very difficult to cross at some points.,Magoosh
392,3,verb,to attach or tie tightly to something (not using glue),The dog's owner made sure to fasten the leash to a nearby tree with a strong knot to make sure it didn't escape again.,Magoosh
393,3,verb,to happen as a result,"If a cut isn't cleaned and treated quickly, an infection may ensue.",Magoosh
394,3,adjective,"existing from birth, not learned",Languages have been created in every culture because humans have an innate need to communicate.,Magoosh
395,3,adjective,difficult and requiring a lot of effort,"I don't think I'd make a good triathlete: I find swimming and cycling easy enough, but I find running absolutely arduous.",Magoosh
396,3,noun,"the material or method used, especially for communication and art",The artist used finger paint as his medium to remind the viewer of childhood.,Magoosh
397,3,noun,a color,We watched from our campsite on top of the mountain as the sun set and changed the hue of the sky to the colors of a peach.,Magoosh
398,3,adjective,near or close but not necessarily touching,The owners of the two adjacent shops worked together to clean up the alley that separated their buildings.,Magoosh
399,3,verb,to prove to be false or incorrect,Newly found videos of the security guard sleeping during the robbery at the shopping mall refute his story of having chased the thief.,Magoosh
400,3,verb,to meet and discuss before deciding,"Before I invite you to join our secret club, I'll have to confer with the other members and get their approval.",Magoosh
401,3,verb,to delay or pause in order to get more time,"When asked to marry a man she didn't love, Charlotte stalled by faking a sudden coughing fit that prevented her from talking.",Magoosh
402,3,noun,respect from people,"The students held their professor in high esteem: she was not only a well-known author, but also a wise teacher and a friendly mentor.",Magoosh
403,3,verb,to not be caught,"The infamous art thief had eluded the police once more, but he still had not found a buyer for the stolen painting.",Magoosh
404,3,adjective,"belonging to the most basic nature of something, impossible to remove","In the past, when we used gold and silver, money had far more intrinsic value than the paper we use today.",Magoosh
405,3,adjective,easy to see,"""Just my luck!"" said Sam, whose forehead had grown a conspicuous pimple the day before the school dance.",Magoosh
406,3,adjective,common throughout a wide area at a certain time,The virus was most prevalent in humid areas where mosquitoes were common and could pass it from person to person.,Magoosh
407,3,adjective,giving a feeling that something bad will happen,"Dark skies and lightning loomed over the town constantly, leaving the residents with an ominous feeling and fear of the weather.",Magoosh
408,3,verb,to lead and be sure something is done correctly,"The chief engineer oversaw the development of the new computer chip, making sure that each part of the design fit into the overall plan.",Magoosh
409,3,adjective,sleepy,"The day dragged on, and the only thing keeping the workers from getting drowsy was the automatically refilling coffee machine.",Magoosh
410,3,noun,an absence of emotion or enthusiasm,"The hardest part of teaching high-school math is fighting apathy in my students—or for that matter, keeping them awake at all.",Magoosh
411,3,adjective,"likely to do or happen (with ""to,"" used for negative effects)","""Secure that tent,"" said the camp leader, ""or it's liable to blow away in the wind.""",Magoosh
412,3,noun,an event resulting in a lot of loss or pain,"""It's just jewelry,"" said Frank, but to Augusta, the loss of her favorite necklace was a calamity.",Magoosh
413,3,noun,an area that is higher at one end and lower at the other,"Many houses in San Francisco are built on sharp inclines, so some buildings have three floors on one side but only two on the other.",Magoosh
414,3,verb,to grow in number quickly,"When the researchers left for lunch, they counted 200 bacteria in the sample; afterward, the microbes had proliferated to over 4000.",Magoosh
415,3,adjective,hidden from view; away from people,"Although the businessman had to spend most of his time in the crowded city, he preferred living in a secluded cottage in the quiet, empty countryside.",Magoosh
416,3,adjective,experienced through a second person,"Without money, Ben had to settle for the vicarious experience of watching the host of his favorite TV show travel to many exciting countries.",Magoosh
417,3,adjective,not wild,The wild horses of the plains were unable to be tamed by anyone but the most experienced handlers.,Magoosh
418,3,adjective,longer in one direction,"The huge, oblong table was set for ten people: four on each side, and one on each end.",Magoosh
419,3,verb,to get after special effort to find,The chef made every effort to procure the rare vegetables for his wife's favorite dish as a gift for their 30th wedding anniversary.,Magoosh
420,3,verb,to choose not to do (used for enjoyable but possibly harmful actions),"My uncle Ethan was in a car accident in college while driving home from a party, and he has abstained from alcohol ever since.",Magoosh
421,3,adjective,sad and boring or colorless,"The party was a dreary affair: only five people showed up, and none of them could find much to talk about.",Magoosh
422,3,verb,to cause to continue,"If you do not let him do things for himself, you are merely perpetuating bad habits that will be even harder to break in the future.",Magoosh
423,3,adjective,"very obvious, without trying to hide (used for bad things)",Vincent's blatant disregard for the rules got him into a lot of trouble at his strict private school.,Magoosh
424,3,adjective,"having a strong, good smell","Shirley loved growing roses because they were much more fragrant than the other, more dull smelling flowers in her garden.",Magoosh
425,3,adjective,"possibly true, realistic","After recordings of the president discussing the illegal actions of his advisors became public, it no longer seemed plausible that he was blameless.",Magoosh
426,3,adjective,uneven and sharp,Dave was sure he could have climbed higher if he hadn't cut his hands on the jagged edges of the cliff face.,Magoosh
427,3,verb,to be made of,"Although most of the former state is now part of Russia, the Soviet Union comprised fifteen now independent countries.",Magoosh
428,3,verb,to not be caught; to avoid,The burglars evaded the police by driving as quickly as they could through a narrow and twisting road.,Magoosh
429,3,verb,to contain or include,"At many universities, the pre-med courses are subsumed in the Biology department rather than given a department of their own.",Magoosh
430,3,verb,to weaken (usually paired with an abstract term),William undermined the teacher's authority by questioning her judgment on numerous occasions.,Magoosh
431,3,verb,to spread out widely,"The food coloring quickly diffused into the water, adding a hint of blue.",Magoosh
432,3,verb,to grow strong and healthy,The gardener was pleased to find that his new plants only needed a small amount of sunshine and water to thrive and grow quickly.,Magoosh
433,3,verb,to make seem small or unimportant by comparison,"Jennifer was excited about her basketball team's victory, but her older brother then announced his wife's pregnancy and overshadowed her news.",Magoosh
434,3,adjective,"confident, sophisticated, and polite",The waiter was so urbane that he maintained his professionalism even when the customer began explaining the unpleasant details of her surgery.,Magoosh
435,3,verb,to be slowly destroyed by wind and rain,The Appalachian mountains are lower than the young Rocky Mountains because the Appalachians have been steadily eroding for much longer.,Magoosh
436,3,verb,to change shape; to become something new,I am amazed by his ability to morph a shapeless lump of clay into a delicate and perfectly symmetrical vase.,Magoosh
437,3,adjective,called a something that is not appropriate (used before the incorrect term),"""I can't believe that I thought William was really an Olympic athlete!"" Helen fumed. ""That so-called gold medal was made from chocolate and tin foil!""",Magoosh
438,3,noun,something very popular for a short time,Doctors spent several months raising public awareness about the negative effects of the new diet craze that was sweeping the country.,Magoosh
439,3,verb,to slow the progress of or make more difficult,The steep incline and hot weather hampered the group's efforts to reach the top of the hill in time to see the fireworks.,Magoosh
440,3,adjective,not caring about hurting people,"The ruthless leader ordered bombings of the southern border of his own country, where thousands of his people lived, in order to win the battle.",Magoosh
441,3,verb,to decrease in power or size,The politician's career waned as the widening gap between his views and those of who he represented became more obvious.,Magoosh
442,3,noun,a small difference in meaning or a very small detail,Listen to your favorite song on these $500 headphones and you'll hear nuances you'd never heard before.,Magoosh
443,3,verb,to completely confuse,The overly technical vocabulary of the paper baffled the students who did not have as much experience as their older classmates.,Magoosh
444,3,verb,to remove by digging in the ground,"The new apartment building will have underground parking, so the entire site is being excavated, after which they'll build up from the lowest level.",Magoosh
445,3,verb,cancel by being opposite but equal in amount,"In order to offset his father’s vote to build a new high-speed cross-country train, Larry voted against building the train.",Magoosh
446,3,adjective,impossible to deny or disprove,"Though highly controversial centuries ago, the idea that the Earth goes around the Sun is now irrefutable.",Magoosh
